,log(p),g(k-1),Time to cancer
0,-6.423117833723764,4.077740997649499,27.726027397260275
1,-6.903328648531629,8.24431722168427,35.78630136986301
2,-6.1841359805691,7.053096579224519,23.076712328767123
3,-7.173043879672325,4.460444219032722,53.843835616438355
4,-6.521094401045859,8.995771999841754,30.756164383561643
5,-6.182438278025756,4.973252048244426,24.15068493150685
6,-6.289566003176907,4.336855021017996,27.676712328767124
7,-6.666321806438111,4.138112243723899,23.39178082191781
8,-6.936521747269284,5.377139198870998,43.57534246575342
9,-6.281187009838752,9.249251068499543,16.53698630136986
10,-6.352774069596591,6.196155582616516,17.720547945205478
11,-6.856981334870954,3.656985929366897,56.38082191780822
12,-6.371343540921322,3.2422157993651908,36.586301369863016
13,-6.595877979008804,5.864149247792387,36.865753424657534
14,-6.525671728778388,7.630867738282223,21.852054794520548
15,-6.181592726017,5.569661140450519,24.50958904109589
16,-6.132666744290363,4.7090904398152915,16.704109589041096
17,-6.493533698084429,2.359162324370306,66.66301369863014
18,-6.376061869028252,9.22902011209029,21.794520547945204
19,-6.215108511611745,4.484226441620429,35.28219178082192
20,-6.551157341509662,5.554122920774214,27.213698630136985
21,-6.130305727325205,7.49821240501138,20.838356164383562
22,-6.365350344728672,5.797496467149806,34.40547945205479
23,-6.247464641129178,2.4533555154841444,44.06301369863014
24,-7.0722541188738095,6.039480993954914,30.805479452054794
25,-6.350935153218326,5.137423194659744,24.279452054794522
26,-6.441476180838472,2.1787741416849187,75.16712328767123
27,-6.508147296495483,3.811155999656833,38.1945205479452
28,-6.879723421832257,9.392557745475745,34.26301369863014
29,-6.606317760352365,4.401189896103334,38.134246575342466
30,-6.391192569543653,6.9366459083652785,22.268493150684932
31,-6.0916507340659605,3.074308992905026,33.12328767123287
32,-6.72742787599585,8.796818514401838,20.243835616438357
33,-6.361076412969195,2.3992759185961923,51.18082191780822
34,-6.55789929270558,7.648463627046453,28.09041095890411
35,-6.182709813784802,8.888298888743172,13.972602739726028
36,-6.103950678560367,2.1106548491771377,34.054794520547944
37,-7.019503471828049,6.607224239482395,45.512328767123286
38,-6.882156399339535,6.473512663123618,30.095890410958905
39,-6.510706946206276,2.286241758236292,43.26575342465753
40,-6.093067765517039,7.996291716837256,25.254794520547946
41,-6.412518646332251,3.7397269860779137,30.252054794520546
42,-6.5102073647092435,4.893044582552758,27.85753424657534
43,-6.331601118328188,5.406671849692833,31.054794520547944
44,-6.932528136615621,6.297879573093809,32.175342465753424
45,-6.221554133463154,3.2770599752270186,31.276712328767122
46,-7.151449897368946,6.293826558921332,43.4986301369863
47,-8.041022501222942,6.531571808369655,64.67397260273972
48,-6.713057983340666,7.615050853401431,36.12054794520548
49,-6.137401236723682,4.927342648978993,17.65205479452055
50,-6.561599916410527,1.7582532002494116,86.81095890410958
51,-6.376154942951226,5.0365682112054255,33.8027397260274
52,-6.226113291671741,2.2043397452034856,47.865753424657534
53,-6.273857096280927,1.8210415311835977,71.55068493150685
54,-6.48305061245703,5.666048802831815,28.21095890410959
55,-7.030898760376322,5.332911241693157,33.12328767123287
56,-6.374907495156745,6.27994620264635,21.328767123287673
57,-6.355728869649486,2.8387632779343477,42.6986301369863
58,-7.119028381512638,8.600119707770833,43.49315068493151
59,-6.991103495935682,2.087315458540285,89.69041095890411
60,-7.047911842729502,5.690949395359674,37.35616438356164
61,-6.0960783312279645,6.534432187407699,19.46301369863014
62,-6.830539725171331,2.575235729470325,71.27397260273973
63,-6.452908002622632,8.008712096830802,24.986301369863014
64,-6.191144329905035,3.925986178957622,38.32876712328767
65,-7.113632264053801,6.219654601347816,35.49041095890411
66,-6.347463343518239,5.2838474080731945,20.03013698630137
67,-8.10057345895524,7.056568501713741,58.10958904109589
68,-6.641026935263751,7.255256714176323,20.084931506849315
69,-6.129794077341402,9.701208974731536,22.67945205479452
70,-7.369017689265575,4.0049430196465075,60.59178082191781
71,-6.30815130246535,6.499946742935347,18.854794520547944
72,-6.597797935507033,4.860114836274082,37.04383561643836
73,-6.266435332601816,9.315777699503013,24.0
74,-6.273598651708042,9.783957763570672,16.323287671232876
75,-6.149703386823578,2.8885615609404702,41.3041095890411
76,-6.561073353828779,6.25720706561966,18.482191780821918
77,-6.133862824767954,5.093164978386168,20.676712328767124
78,-6.938916027308044,5.2329517220235715,40.23013698630137
79,-6.34967604218887,7.5447575109926746,19.405479452054795
80,-6.606314826140112,8.965660755111308,28.96986301369863
81,-6.34431639621104,5.817893968578884,33.11232876712329
82,-7.034807698179153,5.873646932840746,35.463013698630135
83,-6.100443309093934,6.442919534283021,21.805479452054794
84,-6.132884820887697,8.303167850020031,24.852054794520548
85,-6.237468711762886,7.848115754558727,14.013698630136986
86,-6.154788709398613,8.78477706707756,17.304109589041097
87,-6.567236488885263,2.2128506409794806,52.81369863013698
88,-6.219080705788996,3.7879908934008295,25.983561643835618
89,-7.856797097881827,3.1352439140101893,87.10684931506849
90,-6.82393437142531,4.478581255018238,42.227397260273975
91,-6.274696757949625,9.387171306824737,16.23013698630137
92,-6.278730105826575,7.3515406580517215,29.572602739726026
93,-6.111140024485,7.098359769452838,18.767123287671232
94,-6.24926268858042,9.018867842620072,18.517808219178082
95,-6.682616564069432,7.417243637947376,30.986301369863014
96,-6.202286432092929,7.186362349116251,22.813698630136987
97,-6.763902098069135,8.546441562421194,35.893150684931506
98,-6.172808847200806,2.9412740842099474,45.5013698630137
99,-6.278987173251859,7.129657597550775,25.884931506849316
100,-6.185188967427341,8.427197429876568,22.734246575342464
101,-6.225201432494576,7.245677192330909,18.279452054794522
102,-7.103197811191305,6.276834766887369,37.92602739726028
103,-6.43549280120539,2.5206352197099022,53.38630136986301
104,-6.496734961524403,6.2926722979022784,28.895890410958906
105,-6.892650189843907,8.594335792047715,25.64109589041096
106,-6.322406847140275,6.409712622242431,19.986301369863014
107,-6.833518113824183,8.80510767092263,32.68767123287671
108,-6.299303688795873,2.597157050194827,44.71506849315068
109,-6.423570030411074,5.344998551168276,24.389041095890413
110,-6.0842158218382885,8.226603271920741,23.545205479452054
111,-6.20622699789839,4.697801589621566,28.07123287671233
112,-6.384655867762899,9.348436637839761,16.17808219178082
113,-6.875195285989031,9.879351089210953,34.1972602739726
114,-6.53948400641932,1.8159154048884858,82.31232876712329
115,-6.089945283742494,5.636481213845219,26.59178082191781
116,-6.791589335541608,3.000976412937412,47.273972602739725
117,-7.051790239328854,3.426143617223886,60.961643835616435
118,-6.470664562169263,1.7157059830761572,89.75068493150685
119,-6.639457712759102,5.594491719637659,24.328767123287673
120,-6.708124096327294,2.366802578050029,80.16164383561645
121,-6.128175934500647,7.70629810722421,19.92054794520548
122,-6.787037165049985,4.183389696539113,41.01917808219178
123,-6.330319594515331,2.6734663053638403,49.68219178082192
124,-6.4347711848955935,4.984431965097587,33.29041095890411
125,-6.194745611388438,9.47405662830661,22.786301369863015
126,-6.380969688935183,4.152067087814297,35.394520547945206
127,-6.829352837269376,4.222191145899966,40.43013698630137
128,-6.458492230827497,8.729530682123844,24.243835616438357
129,-6.675001947379329,6.897648703717525,19.605479452054794
130,-6.9343380533856545,9.146827980218234,30.843835616438355
131,-6.189135011537399,8.527381192443503,12.723287671232876
132,-6.3894755099530975,2.1126250453367152,57.6
133,-6.581095153769097,7.47867418340746,33.97808219178082
134,-6.104143975722446,4.001400099693104,22.778082191780822
135,-6.146631386951939,2.1069924926437995,56.0986301369863
136,-6.1815353463754485,9.508259385144399,20.6
137,-6.203848039840791,8.91632137043893,20.791780821917808
138,-6.52739071620544,6.355882000680776,36.00547945205479
139,-6.103368222187858,7.170540650030507,19.265753424657536
140,-6.12941066728307,4.266350628941353,17.095890410958905
141,-6.141465955221923,7.6530618228447835,17.63013698630137
142,-6.650772421931181,7.571498494792202,29.315068493150687
143,-6.35150217368222,1.9558660837298447,75.88767123287671
144,-6.372419149437444,2.687941660190326,35.95616438356164
